4,2140000,3,2,1,0
2,1750000,2,1,1,0
2,980000,2,1,0,0
3,2030000,3,2,0,0
3,1740000,3,2,2,0
3,2800000,3,3,1,0
1,985000,1,1,0,0
4,2000000,3,2,4,0
3,1110000,3,2,2,0
3,1492000,3,2,2,0
4,1717500,4,2,1,0
5,2840000,5,4,4,0
2,525500,2,1,1,1
2,465000,2,1,1,1
3,2000000,3,3,2,0
3,1540000,3,1,2,0
2,820000,2,1,1,1
4,1830000,4,2,2,0
4,2100000,4,2,2,0
3,865000,3,1,1,0
2,390000,2,1,1,1
2,512000,2,1,1,1
3,1165000,3,1,2,0
4,1900000,4,2,2,0
3,1485000,3,0,0,0
4,1950000,4,2,3,0
3,520000,3,2,1,0
5,1525000,5,3,3,0
3,1120000,3,1,2,0
4,780000,4,1,4,0
4,1780000,4,3,6,0
3,630000,2,1,2,1
2,406000,2,1,1,1
3,660000,3,1,1,0
3,683500,3,1,1,0
2,580000,2,1,1,1
3,1335000,3,1,4,0
2,510000,2,1,1,1
4,1070000,4,2,2,0
2,425000,2,1,2,1
3,605000,3,2,2,1
2,391000,2,1,1,1
2,440000,2,1,1,1
4,845000,4,1,2,0
3,730000,3,2,1,1
3,635000,3,1,4,0
2,620000,2,1,1,1
2,447000,2,1,1,1
3,730000,3,2,1,1
3,678000,3,1,2,0
2,580000,2,2,1,1
3,712000,3,1,2,0
3,840000,3,2,2,0
3,980000,3,1,2,0
3,880000,3,3,1,0
3,577000,3,2,1,1
4,1030000,4,1,0,0
3,605000,3,1,2,1
3,753000,3,2,2,0
2,857000,2,2,1,0
3,1500000,3,1,1,0
3,730000,3,2,1,1
3,900000,3,1,4,0
3,740000,3,1,2,0
4,931000,4,2,3,0
2,535600,2,1,1,0
5,1085000,5,3,6,0
3,781000,3,1,2,0
3,750000,3,1,3,0
3,1405000,3,1,3,0
3,683000,3,1,2,0
3,623000,3,1,3,0
3,720000,3,2,1,0
3,588000,3,1,1,0
3,710000,3,1,3,0
4,875000,3,1,4,0
3,700000,3,1,3,0
4,650000,4,1,4,0
3,675000,3,2,2,0
3,708000,3,1,2,0
4,965000,4,1,4,0
3,680000,3,1,3,0
3,770000,3,1,3,0
3,923000,3,1,2,0
4,693000,4,2,4,0
3,620000,5,2,2,0
3,728500,3,1,1,0
3,931000,3,2,1,0
3,988000,3,1,4,0
3,590000,3,1,2,0
2,610000,2,1,2,0
3,815000,3,2,3,0
4,970000,4,1,2,0
4,760000,4,1,3,0
4,1200000,4,1,4,0
3,700000,3,1,1,0
3,625000,3,1,1,0
2,292000,2,1,1,1
2,599000,2,1,1,1
2,550000,2,1,0,1
3,995000,3,2,2,1
3,1939000,3,2,2,0
1,421500,1,1,0,1
3,1870000,3,1,1,0
2,678000,2,1,2,1
2,660000,2,1,1,1
3,2050000,3,2,1,0
2,700000,2,1,2,1
2,3625000,3,2,2,1
4,3000000,4,2,2,0
5,1525000,8,2,2,0
3,735000,3,2,1,1
2,825000,2,1,1,1
2,645000,3,1,1,1
1,1435000,2,2,1,0
1,280000,1,1,1,1
1,400000,1,1,1,1
2,1780000,2,2,2,0
2,592500,2,1,1,1
2,1210000,2,1,0,0
4,2801000,4,2,2,0
1,390000,1,1,0,1
3,1800000,3,2,2,0
4,2200000,4,1,2,0
1,324000,1,1,1,1
6,5525000,5,3,4,0
2,1125000,3,1,2,0
3,2250000,3,3,1,0
3,2360000,3,2,0,0
2,1900000,2,2,0,0
1,440000,1,1,1,1
2,490000,2,1,1,1
3,2365000,3,2,1,0
3,1300000,2,1,2,0
3,732000,3,2,2,1
2,704000,2,1,1,1
2,620000,3,1,1,1
3,1900000,3,1,2,0
1,315000,1,1,1,1
1,450000,1,1,1,1
2,710000,2,1,1,1
2,872000,2,1,1,1
2,598000,2,1,1,1
3,1285000,3,1,2,0
4,3660000,4,3,2,0
2,520000,1,1,1,1
4,3625000,4,1,2,0
4,4200000,4,3,3,0
3,3512500,3,2,2,0
4,2000000,4,3,4,0
3,869000,2,1,1,1
5,2810000,5,2,2,0
2,565000,3,1,1,1
1,567000,1,1,1,1
2,546000,2,0,0,1
2,471500,2,1,1,1
2,455000,3,1,2,1
3,940000,3,1,2,0
2,467000,2,1,1,1
3,1380000,3,2,2,0
2,490000,2,1,1,1
4,1850000,4,3,1,0
3,1284000,3,1,2,0
3,971000,3,2,2,0
2,710000,2,1,1,0
6,2425000,6,3,2,0
2,750000,2,1,1,0
2,1053000,2,1,1,0
3,1377000,3,1,1,0
3,970000,3,1,2,0
2,940000,2,1,1,0
2,751000,2,1,1,0
2,950000,2,1,1,0
2,685000,2,1,2,1
3,1230000,4,1,2,0
2,636500,2,1,1,0
3,910000,3,1,0,0
2,770000,2,1,1,0
3,960000,3,2,2,0
4,890000,4,1,1,0
2,965000,2,1,1,0
3,1440000,3,1,1,0
2,955000,2,1,0,0
2,450000,2,1,1,1
3,801000,3,1,2,0
3,1000000,3,2,2,0
3,1435000,3,2,2,0
1,390000,1,1,1,1
3,1425000,3,2,2,0
4,1340000,3,2,2,0
3,955000,3,1,1,0
4,1100000,4,2,5,0
3,1255000,3,2,2,0
2,432000,2,1,1,1
4,1640000,4,3,2,0
6,1430000,4,2,1,0
2,610000,2,1,1,1
3,940000,3,3,1,0
3,890000,3,1,1,0
3,1180000,3,2,2,0
4,1480000,4,2,2,0
2,1150000,2,1,1,0
3,1350000,3,1,3,0
5,1905000,5,2,2,0
2,442000,2,1,1,1
2,540000,2,2,1,1
3,1037500,3,1,2,0
2,440000,2,1,1,1
2,1010000,2,1,1,0
4,1430000,4,2,0,0
2,570000,2,1,1,1
2,690000,2,1,1,1
3,1291000,3,1,2,0
3,1130000,3,2,1,0
3,1135000,3,1,1,0
4,950000,4,2,1,0
3,790000,3,2,1,1
2,390000,2,1,1,1
4,1345000,4,1,1,0
3,1381500,3,2,2,0
3,940000,3,2,2,0
3,995000,3,2,1,0
3,1050000,3,1,3,0
3,786000,3,2,1,0
2,705000,2,1,3,0
2,760000,2,1,1,0
3,487500,3,1,3,1
4,1110000,4,2,1,0
4,1300000,4,1,4,0
3,1060000,3,1,1,0
3,1410000,3,2,2,0
3,1305000,2,1,1,0
3,932500,3,2,1,0
3,965000,3,1,0,0
3,1215000,3,1,1,0
2,545000,2,1,2,1
4,1705000,4,2,4,0
3,970000,2,1,1,0
2,925000,2,1,1,0
4,2650000,4,3,2,0
3,1670000,3,2,2,0
2,500000,2,1,1,1
2,1575000,2,1,2,0
3,1555000,3,2,2,0
3,1100000,3,3,2,0
3,1337000,3,1,2,0
8,2950000,9,7,4,0
4,2215000,4,2,1,0
3,1518000,3,2,2,0
3,1710000,3,1,2,0
3,1655000,3,1,3,0
4,1550000,4,2,2,0
3,1662000,3,2,2,0
3,1665000,3,2,3,0
2,1445000,2,1,2,0
5,3510000,5,5,2,0
3,1500000,3,1,2,0
5,2752000,6,4,2,0
3,1500000,3,2,2,0
4,1800000,4,2,4,0
3,1830000,3,2,3,0
3,1415000,3,1,1,0
2,1440000,2,1,1,0
3,1422000,3,1,2,0
5,1600000,5,3,4,0
4,1860000,4,2,3,0
4,1790000,4,2,2,0
4,1950000,4,2,2,0
3,1600000,3,1,2,0
3,1320000,3,1,2,0
3,1650000,3,1,1,0
2,995000,2,1,1,0
3,1250000,3,1,1,0
3,1045000,3,2,2,1
4,1200000,4,3,2,0
2,1075000,2,1,2,0
4,1500000,2,2,2,0
3,1120000,3,1,2,0
3,761000,3,2,4,0
4,1270000,4,2,1,0
4,1510000,4,2,2,0
3,1365000,3,1,1,0
4,1100000,3,2,2,0
4,1415000,4,3,2,0
2,690000,2,1,1,1
3,1631000,3,2,3,0
4,1500000,4,2,1,0
3,1060000,2,1,2,0
5,1529500,5,3,2,0
2,600000,2,1,1,1
2,535000,2,1,1,1
3,785000,3,1,1,0
4,1240000,4,2,2,0
2,700000,2,1,2,1
4,1350000,4,2,1,0
2,1110000,2,1,1,0
3,1305000,3,1,1,0
3,855000,3,2,1,0
3,1200000,3,2,2,0
3,850000,3,1,1,0
3,750000,3,1,1,0
3,848000,3,1,2,0
4,806000,4,2,1,0
4,1155000,3,2,2,0
3,670000,3,2,2,0
4,1200000,4,5,4,0
3,636000,2,1,2,0
3,680000,3,1,2,0
4,1160000,4,3,2,0
3,750000,3,1,1,0
3,627500,3,1,1,0
4,950000,4,3,3,0
4,1600000,4,3,3,0
3,650000,3,1,3,0
3,725000,3,1,4,0
3,665000,3,2,1,1
3,560500,3,1,1,0
3,615000,3,1,2,0
3,845000,3,1,3,0
3,585000,3,1,2,0
2,440000,2,1,1,1
3,850000,3,1,2,0
5,850000,5,2,4,0
3,705000,3,1,1,0
4,1100000,4,3,2,0
3,892500,3,1,1,0
3,695000,3,1,2,0
2,522500,2,1,1,0
4,680000,4,2,2,0
3,500000,3,1,1,1
3,730000,3,2,2,0
3,875000,3,1,3,0
3,850000,3,2,8,0
3,635000,3,1,1,0
4,762000,4,2,2,0
2,411000,2,1,1,1
4,790000,4,2,2,0
4,605000,4,1,0,0
3,805000,3,2,2,0
4,890000,4,2,4,0
3,795000,3,1,1,0
3,634000,4,2,1,0
3,642000,3,1,1,0
3,863000,3,2,3,0
3,740000,3,1,2,0
4,1819000,3,2,1,0
2,410000,2,1,2,1
1,280000,1,1,1,1
2,502500,2,1,1,1
2,520000,2,1,0,1
2,442000,2,1,1,1
3,1193000,3,1,1,0
2,416000,2,1,1,1
2,820000,2,1,1,1
2,474000,2,1,1,1
2,981000,2,1,0,0
3,1690000,3,2,2,0
2,540000,2,1,1,1
3,1080000,3,1,1,0
1,500000,1,1,0,1
2,497500,2,0,0,1
2,2100000,2,1,1,0
4,1800000,4,2,2,0
3,1070000,3,2,2,1
5,2570000,5,3,2,0
4,2400000,4,2,2,0
3,2200000,3,3,2,0
5,3250000,5,5,2,0
2,806000,2,1,1,1
6,4000000,6,4,7,0
2,1215000,2,2,2,0
5,2250000,5,3,2,0
2,812000,2,1,1,1
3,1140000,3,2,2,0
3,2330000,3,2,1,0
5,2800000,5,3,2,0
2,605000,2,1,1,1
3,1255000,3,2,2,0
2,1850000,3,1,1,0
2,805000,3,1,1,1
3,700000,3,1,1,0
4,2130000,4,2,2,0
2,500000,2,1,1,0
3,2125000,3,2,2,0
4,1800000,3,2,2,0
2,635000,2,1,1,1
2,526000,2,1,1,1
1,390000,1,1,1,0
3,905000,3,1,2,0
4,1750000,4,3,2,0
4,3180000,4,3,4,0
5,3600000,5,3,2,0
5,2550000,5,3,2,0
4,3270000,4,2,4,0
2,625000,2,1,1,1
3,1860000,3,1,4,0
4,2730000,4,3,2,0
5,2020000,5,2,2,0
2,460000,2,1,1,1
4,2250000,3,1,2,0
2,1053000,2,1,2,1
3,1800000,3,2,2,0
3,2120000,3,1,2,0
3,1910000,3,1,2,0
2,754000,2,1,1,1
5,3000000,5,5,2,0
5,3400000,5,6,4,0
4,2188000,4,2,2,0
2,755000,2,1,1,1
4,2900000,4,3,2,0
4,3290000,4,3,2,0
5,2665000,4,3,2,0
4,1801000,4,2,2,0
4,2410000,4,2,1,0
2,650000,2,1,1,1
4,2275000,4,2,1,0
5,2810000,5,3,4,0
4,2000000,3,1,2,0
4,1900000,4,2,1,0
3,3401000,3,2,1,0
3,1750000,3,2,3,0
5,4000000,5,4,3,0
5,3020000,5,3,2,0
3,2950000,4,2,2,0
5,2450000,4,2,2,0
3,1912000,2,1,2,0
2,730000,2,1,1,1
5,3900000,5,7,6,0
3,1500000,3,2,2,0
3,1850000,3,1,1,0
4,1700000,3,1,1,0
2,1010000,2,0,0,0
3,1500000,3,2,1,0
4,3230000,4,4,3,0
2,1080000,2,1,1,0
7,1350000,7,2,0,0
4,1905000,4,2,2,0
5,3300000,5,4,2,0
4,1900000,4,2,2,0
3,2251000,3,1,2,0
4,2205000,4,2,2,0
3,1265000,3,2,1,0
3,2000000,3,1,3,0
4,1750000,4,2,2,0
3,1450000,3,1,2,0
4,2614000,4,2,2,0
4,1825000,4,2,3,0
4,2550000,4,1,4,0
4,1570000,4,2,1,0
5,3250000,3,4,2,0
4,1750000,4,3,3,0
3,1575000,3,2,2,0
6,1505000,4,2,2,0
4,1572000,4,2,2,0
4,1500000,3,2,2,0
5,1750000,5,3,2,0
4,1850000,4,2,2,0
3,1480000,3,1,2,0
4,1400000,4,2,2,0
4,2130000,4,3,2,0
3,1050000,3,2,2,1
5,3690000,4,4,2,0
4,1740000,4,2,2,0
4,2575000,4,3,2,0
4,1388800,3,2,1,0
4,1702000,4,2,2,0
4,1800000,4,2,4,0
4,2910000,4,3,2,0
2,1400000,2,1,1,0
4,1670000,4,3,2,0
5,1500000,3,1,1,0
5,2200000,5,3,2,0
4,1350000,4,2,2,0
5,2070000,5,2,1,0
3,1300000,3,1,2,0
3,1700000,3,2,3,0
3,1750000,2,1,2,0
3,980000,3,1,1,0
3,1230000,3,3,1,0
7,2600000,5,3,3,0
4,1950000,3,3,2,0
5,1750000,5,2,2,0
5,2000000,5,2,2,0
3,1480000,3,1,4,0
4,3000000,4,3,2,0
3,1818000,3,1,1,0
4,2170000,4,2,2,0
4,2525000,4,2,2,0
4,3360000,4,3,1,0
4,1620000,4,2,1,0
3,1903000,3,1,2,0
4,1712000,3,2,2,0
4,1720000,4,3,2,0
4,1670000,4,1,4,0
2,1350000,2,1,2,0
4,1675000,4,2,2,0
3,1800000,3,1,1,0
4,1550000,4,3,4,0
5,4000000,5,5,4,0
3,2900000,4,2,2,0
4,2205000,4,2,2,0
3,2100000,3,2,3,0
2,1389000,2,1,4,0
2,685000,2,1,1,0
6,1900000,6,1,6,0
3,1335000,3,2,2,0
3,1600000,3,2,2,0
3,1830000,3,2,2,0
4,1900000,4,2,4,0
5,1500000,5,2,2,0
2,735000,2,1,1,1
2,1040000,2,1,1,1
3,1520000,3,1,2,0
4,1250000,4,2,2,0
6,1900000,6,3,2,0
5,1875000,5,3,2,0
4,1530000,4,2,2,0
4,1700000,3,2,5,0
3,1320000,3,1,0,0
2,560000,2,1,1,1
3,1651000,3,1,2,0
5,1920000,5,3,2,0
5,1560000,5,2,3,0
5,1550000,7,2,0,0
3,1038000,3,2,1,0
5,1660000,4,3,2,0
3,1260000,3,2,2,0
3,2000000,3,1,2,0
4,2155000,4,2,3,0
3,1225000,3,2,2,0
4,2150000,4,2,2,0
3,1770000,3,2,1,0
2,691500,3,1,1,1
5,1836000,4,2,2,0
2,636000,2,1,2,1
2,1275000,2,1,2,0
3,875000,3,1,2,1
2,1550000,2,1,4,0
4,1420000,4,1,4,0
3,1425000,3,2,2,0
3,1222500,3,2,2,0
4,1260000,4,2,2,0
4,2700000,4,3,2,0
3,1100000,3,2,2,0
7,1005000,7,3,4,0
3,1317500,3,1,1,0
2,360000,2,1,1,1
3,1110000,3,1,2,0
4,2435000,3,2,2,0
3,1500000,3,2,1,0
4,1300000,4,2,2,0
2,855000,2,1,1,0
3,1125000,3,1,2,0
3,1135000,3,1,2,0
3,867000,3,2,1,0
4,1328000,3,2,2,0
3,1340000,3,2,1,0
3,1275000,3,1,4,0
3,770000,3,2,2,0
2,855000,2,1,1,0
2,650000,2,1,1,1
4,1815000,4,2,4,0
4,2255000,4,3,2,0
3,1470000,3,2,2,0
2,420000,2,1,0,1
2,855000,2,2,3,1
4,1450000,4,1,1,0
3,1200000,3,2,2,0
4,1860000,4,2,3,0
2,725000,2,1,1,1
3,1293000,3,1,1,0
3,1390000,3,1,2,0
3,1400000,3,2,1,0
3,1328000,3,2,2,0
3,1311000,3,2,2,0
3,1100000,3,1,2,0
3,1327500,3,1,2,0
4,1560000,4,3,1,0
3,1370000,3,1,2,0
3,1100000,3,1,2,0
4,1385000,4,2,1,0
3,1095000,3,2,1,0
2,797500,2,1,2,1
2,725000,2,1,1,1
5,1600000,5,3,2,0
3,1165000,3,1,2,0
4,1355000,4,2,3,0
4,1910000,4,2,4,0
3,1448000,3,2,3,0
2,820000,2,1,3,1
3,895000,3,1,2,0
4,1041000,4,2,1,0
4,1430000,4,2,2,0
2,910000,2,1,2,0
4,2520000,4,4,2,0
3,1350000,3,1,1,0
2,635000,2,1,2,1
3,1280000,3,2,4,0
5,1900000,5,2,2,0
3,1230000,3,1,2,0
4,1150000,4,2,2,0
4,1650000,3,2,2,0
4,1380000,4,1,2,0
6,1900000,6,3,2,0
3,1535000,2,2,2,0
4,1281000,3,1,5,0
3,1096000,3,2,2,1
5,1385000,5,2,2,0
3,517500,3,1,1,1
2,503000,2,1,1,1
4,2620000,4,4,2,0
2,760000,2,1,1,1
2,405000,2,1,1,1
2,1410000,2,1,2,0
2,825000,2,2,1,0
2,746000,2,1,2,1
1,580000,1,1,1,1
5,1275000,5,2,2,0
3,1206000,3,1,2,0
4,1190000,4,2,3,0
4,1270000,4,2,1,0
3,1025000,3,2,2,1
3,740000,3,2,1,1
4,1960000,4,2,4,0
2,495000,2,1,1,1
2,570000,2,1,1,1
4,1220000,3,2,2,0
3,885000,3,1,2,0
4,1137500,4,1,2,0
4,1100000,4,2,2,0
3,1040000,3,2,2,0
3,1215000,3,2,3,0
4,1200000,4,2,2,0
3,1050000,3,2,2,0
5,950000,5,2,4,0
2,380000,3,2,1,1
2,689000,2,1,1,0
3,1400000,3,2,2,0
3,965000,3,1,4,0
3,1338000,3,2,2,0
2,651000,2,1,1,1
3,920000,3,1,3,0
3,1390000,4,2,2,0
2,495000,2,1,1,1
1,370000,1,1,1,1
3,1100000,3,1,2,0
4,1100000,4,2,4,0
3,1355000,0,1,2,0
4,1206000,4,1,1,0
2,1010000,3,1,1,0
3,899000,3,1,1,0
4,1415000,4,2,2,0
2,716000,2,1,2,1
3,1550000,3,1,1,0
3,840000,3,2,2,0
3,1110000,3,1,4,0
3,1106000,3,1,2,0
3,845000,3,2,2,0
3,1208000,3,1,1,0
3,1165000,3,1,1,0
3,1270000,3,1,2,0
2,742500,2,1,1,0
3,920000,3,2,2,0
3,1307000,3,2,4,0
4,1010000,4,1,2,0
2,702000,2,1,1,0
2,813000,2,1,1,0
3,880000,2,1,3,0
4,1100000,4,2,1,0
3,1085000,3,2,4,0
3,1050000,3,1,4,0
3,1560000,3,1,2,0
4,800000,4,2,2,0
2,722000,2,2,1,0
3,930000,3,1,2,0
3,921000,3,2,1,0
4,1035000,3,1,2,0
3,720000,3,2,1,1
3,1185000,3,1,2,0
4,1352000,4,2,2,0
2,761000,2,1,2,1
5,1600000,4,2,2,0
3,1200000,3,1,1,0
3,780000,3,2,2,0
3,750000,3,2,1,0
3,1300000,3,1,4,0
5,1475000,5,2,2,0
4,1110000,4,2,2,0
2,835000,2,2,1,1
4,1690000,4,2,2,0
3,791000,3,3,1,1
3,900000,3,1,3,0
3,1189000,4,2,2,0
3,930000,3,1,2,0
4,1510000,4,2,2,0
3,823000,3,2,2,0
4,1310000,4,2,2,0
4,1475000,4,2,2,0
3,750000,3,2,1,0
3,800000,3,2,2,1
2,655000,2,1,1,1
5,1550000,5,3,2,0
3,835000,3,1,1,0
3,1140000,4,1,3,0
2,1120000,3,1,2,0
3,910000,3,1,1,0
3,920000,3,2,1,1
3,977000,3,1,2,0
3,1352000,3,1,2,0
4,1115000,4,2,2,0
3,780000,3,1,1,0
3,1115000,3,2,2,0
3,1197000,3,1,2,0
2,485000,2,2,2,1
3,810000,3,2,1,1
4,1365000,4,1,1,0
3,700000,0,0,0,0
4,1698888,4,2,2,0
4,1150000,4,2,2,0
2,340000,2,1,1,1
3,1000000,3,1,2,0
3,870000,3,2,2,1
3,1405000,3,1,1,0
3,1161000,3,2,3,0
3,1266000,3,1,3,0
3,770000,3,2,1,1
3,1110000,3,1,6,0
1,380000,1,1,1,1
4,1175000,4,2,2,0
3,1200000,3,1,1,0
4,1370000,4,1,2,0
4,1433500,4,1,1,0
2,1630000,2,1,2,0
3,1360000,3,1,3,0
4,900000,3,1,2,0
2,772500,2,1,2,1
3,1001000,3,1,1,0
2,715000,2,1,1,1
3,801000,3,1,1,0
2,1180000,2,1,1,0
2,710000,2,1,1,0
4,1040000,4,2,2,0
5,1550000,5,3,2,0
3,930000,3,2,2,0
3,790000,3,1,2,1
3,1040000,3,1,2,0
3,1020000,3,1,2,0
3,800000,3,2,2,1
3,950000,3,1,1,0
3,886000,3,2,1,0
4,1015000,4,2,3,0
3,830000,3,2,2,1
3,1241000,3,1,1,0
4,1255000,4,2,2,0
3,1320000,3,1,1,0
3,870000,3,2,1,0
4,1472500,4,2,2,0
2,640000,2,2,2,0
2,1160000,2,1,2,0
4,1306000,3,2,1,0
3,1291000,3,1,2,0
4,1620000,4,2,2,0
2,645000,2,1,1,1
2,790000,2,1,1,1
4,880000,4,2,2,0
4,1560000,3,2,3,0
3,1715000,3,2,2,0
3,1200000,3,1,2,0
3,1760000,3,1,0,0
1,288000,1,1,1,1
3,948000,3,1,2,0
4,2770000,4,1,2,0
3,1412000,3,1,1,0
2,465000,2,2,1,1
3,1325000,3,1,1,0
3,1400000,3,2,1,0
3,1500000,3,1,2,0
4,1600000,4,2,1,0
2,616000,3,1,1,1
4,1661000,4,2,2,0
4,1461400,3,2,2,0
3,775000,3,1,1,1
4,1506000,4,2,3,0
4,1670000,4,4,4,0
1,340000,1,1,1,1
3,4000000,3,1,2,0
3,928000,3,1,1,0
2,761000,2,2,1,1
2,636000,2,1,1,1
4,1625000,4,2,2,0
4,1430000,4,2,0,0
3,836000,3,1,2,0
2,400000,2,1,1,1
3,1170000,3,1,1,0
4,1670000,4,2,2,0
3,1351000,3,1,2,0
3,857000,4,1,1,0
2,560000,2,1,1,1
2,420000,2,1,1,1
3,870000,3,2,4,0
2,645000,2,1,1,0
3,495000,3,2,1,1
3,660000,3,1,0,0
2,868000,2,1,4,0
4,645000,4,2,1,0
3,652000,3,2,1,0
4,850000,4,2,2,0
3,570500,3,1,1,0
3,575000,3,1,3,0
4,882000,4,2,2,0
3,730000,3,2,2,0
2,670000,2,1,2,0
3,585000,3,2,2,0
2,826000,2,1,2,0
4,610000,4,2,1,0
3,696000,3,1,0,0
2,660000,2,1,1,0
4,856500,4,2,2,0
3,510000,3,1,2,0
3,765000,3,1,1,0
4,550000,4,2,1,0
3,495000,3,1,1,0
3,680000,3,1,1,0
3,565000,3,2,1,0
3,697500,3,2,1,0
3,1550000,3,2,2,0
3,1635000,3,1,2,0
4,1830000,4,2,2,0
4,3695000,4,3,2,0
2,536000,2,1,2,1
4,3700000,4,3,2,0
4,3775000,4,3,2,0
3,1975000,3,1,2,0
2,1300000,2,2,1,1
3,1390000,3,1,2,0
4,4250000,4,3,2,0
4,2905000,4,3,1,0
2,1300000,2,2,2,1
3,2266000,3,2,2,0
4,2910000,4,1,2,0
3,2100000,3,2,2,0
6,2700000,6,3,3,0
2,800000,2,1,1,1
4,1761000,4,2,3,0
3,2600000,3,2,3,0
3,1302500,3,2,2,0
3,1900000,3,0,0,0
5,2750000,4,3,1,0
2,892500,2,1,2,1
4,2145000,3,2,1,0
5,3171000,4,2,2,0
2,1910000,2,2,4,0
3,1865000,3,2,2,0
2,620000,2,2,1,1
2,985000,2,1,1,1
2,502000,2,2,0,0
2,700000,2,1,1,1
3,2400000,3,2,2,0
2,590000,2,1,1,1
3,1650000,3,2,2,0
5,1562500,5,2,2,0
3,2050000,3,3,2,0
4,3180000,4,3,6,0
4,3320000,4,3,2,0
4,2800000,4,3,3,0
3,1602000,3,2,2,1
2,1300000,2,2,2,1
2,1100000,2,1,2,1
3,1650000,3,2,1,0
2,1102000,2,1,2,0
2,575000,2,1,1,1
2,1570000,2,1,0,0
5,4700000,5,3,2,0
3,1785000,3,2,1,0
2,1550000,2,2,2,0
3,1875000,3,2,2,0
4,2400000,4,2,2,0
3,1266000,3,1,2,1
3,826000,3,1,2,1
5,2730000,5,3,2,0
2,900000,2,2,1,1
4,3295888,4,3,2,0
1,375000,1,1,1,1
2,756000,2,1,1,1
2,800000,2,1,1,1
5,2100000,5,5,2,0
3,1500000,3,2,1,0
2,905500,2,1,1,1
3,2375000,4,2,2,0
3,2275000,3,2,1,0
3,1385000,3,1,2,0
2,1601000,2,1,1,0
3,2020000,5,6,2,0
3,2450000,3,3,2,0
2,858000,2,1,1,1
4,2800000,4,2,4,0
5,3700000,4,3,4,0
3,1410000,3,1,1,0
4,2475000,4,2,2,0
4,2700000,4,2,2,0
3,1005000,3,1,1,1
4,3900000,4,2,2,0
2,610000,2,1,1,1
3,880000,3,1,1,1
2,737000,3,1,1,1
2,1532000,2,1,2,0
3,1250000,3,2,0,1
3,835000,3,2,1,1
3,2320000,3,2,2,0
4,2000000,4,2,2,0
3,2375000,3,2,2,0
4,3050000,4,4,2,0
2,1701000,2,1,2,0
2,760000,2,1,2,1
4,2640000,4,2,2,0
2,850000,2,1,1,1
1,671000,1,1,1,1
3,2900000,3,1,1,0
3,1620000,3,2,2,1
3,3550000,3,2,0,0
4,2750000,4,2,2,0
5,3751000,3,3,2,0
4,2405000,4,1,2,0
3,1352500,2,2,1,1
3,2030000,4,2,2,0
